disease_group,disease_category,disease,gwas_id,protein,mr_method,snps,odds_ratio,ci_lower,ci_upper,pvalue
Cardiovascular diseases,Coronary Artery Diseases,Major coronary heart disease event,finn-b-I9_CHD,COL5A1,Inverse variance weighted (multiplicative random effects),8,0.887344897,0.789981362,0.996708281,0.043841518
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST90038613,COL5A1,Inverse variance weighted,8,0.997662066,0.996099888,0.999226695,0.003416094
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST90038613,COL5A1,Inverse variance weighted (fixed effects),8,0.997662066,0.996099888,0.999226695,0.003416094
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST90038613,COL5A1,Inverse variance weighted (multiplicative random effects),8,0.997662066,0.996213582,0.999112657,0.001590993
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia due to Parkinsons disease,finn-b-PD_DEMENTIA,FLT3LG,Inverse variance weighted,2,0.101382737,0.01493594,0.688169541,0.01915629
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia due to Parkinsons disease,finn-b-PD_DEMENTIA,FLT3LG,Inverse variance weighted (fixed effects),2,0.101382737,0.01493594,0.688169541,0.01915629
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia due to Parkinsons disease,finn-b-PD_DEMENTIA,FLT3LG,Inverse variance weighted (multiplicative random effects),2,0.101382737,0.028053514,0.366387584,0.000479882
Cardiovascular diseases,Stroke,"Ischaemic Stroke, excluding all haemorrhages",finn-b-I9_STR_EXH,FLT3LG,Inverse variance weighted,2,1.4381392,1.023949668,2.019869162,0.036032286
Cardiovascular diseases,Stroke,"Ischaemic Stroke, excluding all haemorrhages",finn-b-I9_STR_EXH,FLT3LG,Inverse variance weighted (fixed effects),2,1.4381392,1.023949668,2.019869162,0.036032286
Cardiovascular diseases,Stroke,"Ischaemic Stroke, excluding all haemorrhages",finn-b-I9_STR_EXH,FLT3LG,Inverse variance weighted (multiplicative random effects),2,1.4381392,1.422352821,1.454100789,0.0
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,FLT3LG,Inverse variance weighted,2,0.496868275,0.247890867,0.995914396,0.048662142
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,FLT3LG,Inverse variance weighted (fixed effects),2,0.496868275,0.247890867,0.995914396,0.048662142
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,FLT3LG,Inverse variance weighted (multiplicative random effects),2,0.496868275,0.343164242,0.71941669,0.000212284
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,FLT3LG,Inverse variance weighted,2,0.498873899,0.249086375,0.999152068,0.049716649
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,FLT3LG,Inverse variance weighted (fixed effects),2,0.498873899,0.249086375,0.999152068,0.049716649
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,FLT3LG,Inverse variance weighted (multiplicative random effects),2,0.498873899,0.363146826,0.685329319,1.77e-05
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, strict definition",finn-b-PDSTRICT,FLT3LG,Inverse variance weighted,2,0.396341652,0.187018145,0.839954357,0.015729352
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, strict definition",finn-b-PDSTRICT,FLT3LG,Inverse variance weighted (fixed effects),2,0.396341652,0.187018145,0.839954357,0.015729352
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, strict definition",finn-b-PDSTRICT,FLT3LG,Inverse variance weighted (multiplicative random effects),2,0.396341652,0.248987494,0.630901991,9.54e-05
Cardiovascular diseases,Stroke,"Stroke, excluding SAH",finn-b-I9_STR,FLT3LG,Inverse variance weighted,2,1.407930963,1.018364799,1.946522111,0.038441665
Cardiovascular diseases,Stroke,"Stroke, excluding SAH",finn-b-I9_STR,FLT3LG,Inverse variance weighted (fixed effects),2,1.407930963,1.018364799,1.946522111,0.038441665
Cardiovascular diseases,Stroke,"Stroke, excluding SAH",finn-b-I9_STR,FLT3LG,Inverse variance weighted (multiplicative random effects),2,1.407930963,1.125210628,1.761687587,0.002775702
Cardiovascular diseases,Stroke,"Stroke, including SAH",finn-b-I9_STR_SAH,FLT3LG,Inverse variance weighted,2,1.413662509,1.033175018,1.934272176,0.030463346
Cardiovascular diseases,Stroke,"Stroke, including SAH",finn-b-I9_STR_SAH,FLT3LG,Inverse variance weighted (fixed effects),2,1.413662509,1.033175018,1.934272176,0.030463346
Cardiovascular diseases,Stroke,"Stroke, including SAH",finn-b-I9_STR_SAH,FLT3LG,Inverse variance weighted (multiplicative random effects),2,1.413662509,1.27143121,1.571804809,1.57e-10
Cardiovascular diseases,Arrhythmias,Cardiac arrhytmias,finn-b-CARDIAC_ARRHYTM,IGFBP2,Wald ratio,1,0.700854975,0.505192944,0.972297222,0.03332008
Cardiovascular diseases,Coronary Artery Diseases,Coronary atherosclerosis,finn-b-I9_CORATHER,IGFBP2,Wald ratio,1,0.667650648,0.455067348,0.979541577,0.038857436
Cardiovascular diseases,Hypertension,"Hypertension, essential",finn-b-I9_HYPTENSESS,IGFBP2,Wald ratio,1,0.739923661,0.548488326,0.998174433,0.048613874
Cardiovascular diseases,Coronary Artery Diseases,"Ischaemic heart disease, wide definition",finn-b-I9_IHD,IGFBP2,Wald ratio,1,0.593898136,0.424517571,0.83086077,0.002352723
Cardiovascular diseases,Coronary Artery Diseases,Ischemic heart diseases,finn-b-I9_ISCHHEART,IGFBP2,Wald ratio,1,0.607619129,0.433111794,0.852438125,0.003922879
Neurological and psychiatric diseases,Psychiatric Disorders,Bipolar disorder,ebi-a-GCST003724,IGFBP2,Wald ratio,1,2.561877753,1.16057973,5.655119983,0.019879104
Cardiovascular diseases,Stroke,Ischemic stroke,ebi-a-GCST90018864,IGFBP2,Wald ratio,1,0.717047022,0.562122313,0.914670027,0.007402764
Neurological and psychiatric diseases,Dementia,Vascular dementia (undefined),finn-b-VD_U,IGFBP2,Wald ratio,1,0.026473013,0.002691767,0.260357022,0.001846752
Cardiovascular diseases,Stroke,Ischemic stroke (cardioembolic),ebi-a-GCST005842,KLK6,Inverse variance weighted,4,0.785095342,0.652743493,0.944283171,0.010210241
Cardiovascular diseases,Stroke,Ischemic stroke (cardioembolic),ebi-a-GCST005842,KLK6,Inverse variance weighted (fixed effects),4,0.785095342,0.653769426,0.942801346,0.009579089
Cardiovascular diseases,Stroke,Ischemic stroke (cardioembolic),ebi-a-GCST005842,KLK6,Inverse variance weighted (multiplicative random effects),4,0.785095342,0.652743493,0.944283171,0.010210241
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011365,MOG,Inverse variance weighted,8,0.928838623,0.867058805,0.995020386,0.035539508
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011365,MOG,Inverse variance weighted (fixed effects),8,0.928838623,0.877931679,0.98269741,0.010260575
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011365,MOG,Inverse variance weighted (multiplicative random effects),8,0.928838623,0.867058805,0.995020386,0.035539508
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011364,MOG,Inverse variance weighted,10,0.897518326,0.81954592,0.982909103,0.019712732
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011364,MOG,Inverse variance weighted (fixed effects),10,0.897518326,0.835968441,0.963599946,0.002854602
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,ebi-a-GCST011364,MOG,Inverse variance weighted (multiplicative random effects),10,0.897518326,0.81954592,0.982909103,0.019712732
Cardiovascular diseases,Stroke,Ischemic stroke (cardioembolic),ebi-a-GCST006910,MOG,Inverse variance weighted,8,0.824639222,0.687848554,0.988633097,0.037202346
Cardiovascular diseases,Stroke,Ischemic stroke (cardioembolic),ebi-a-GCST006910,MOG,Inverse variance weighted (fixed effects),8,0.824639222,0.687848554,0.988633097,0.037202346
Cardiovascular diseases,Stroke,Ischemic stroke (cardioembolic),ebi-a-GCST006910,MOG,Inverse variance weighted (multiplicative random effects),8,0.824639222,0.710537154,0.957064443,0.011162663
Cardiovascular diseases,Coronary Artery Diseases,Coronary atherosclerosis,finn-b-I9_CORATHER,NCAN,Inverse variance weighted,5,1.310593282,1.065106904,1.612659484,0.010586242
Cardiovascular diseases,Coronary Artery Diseases,Coronary atherosclerosis,finn-b-I9_CORATHER,NCAN,Inverse variance weighted (fixed effects),5,1.310593282,1.12403023,1.52812149,0.000555723
Cardiovascular diseases,Coronary Artery Diseases,Coronary atherosclerosis,finn-b-I9_CORATHER,NCAN,Inverse variance weighted (multiplicative random effects),5,1.310593282,1.065106904,1.612659484,0.010586242
Cardiovascular diseases,Hypertension,Hypertension,ebi-a-GCST90038604,NCAN,Inverse variance weighted,6,0.984129361,0.972612802,0.995782286,0.007727196
Cardiovascular diseases,Hypertension,Hypertension,ebi-a-GCST90038604,NCAN,Inverse variance weighted (fixed effects),6,0.984129361,0.975558114,0.992775916,0.000337712
Cardiovascular diseases,Hypertension,Hypertension,ebi-a-GCST90038604,NCAN,Inverse variance weighted (multiplicative random effects),6,0.984129361,0.972612802,0.995782286,0.007727196
Cardiovascular diseases,Coronary Artery Diseases,"Ischaemic heart disease, wide definition",finn-b-I9_IHD,NCAN,Inverse variance weighted,5,1.212684514,1.057993629,1.389992992,0.005610768
Cardiovascular diseases,Coronary Artery Diseases,"Ischaemic heart disease, wide definition",finn-b-I9_IHD,NCAN,Inverse variance weighted (fixed effects),5,1.212684514,1.060135815,1.387184272,0.004933053
Cardiovascular diseases,Coronary Artery Diseases,"Ischaemic heart disease, wide definition",finn-b-I9_IHD,NCAN,Inverse variance weighted (multiplicative random effects),5,1.212684514,1.057993629,1.389992992,0.005610768
Cardiovascular diseases,Coronary Artery Diseases,Ischemic heart diseases,finn-b-I9_ISCHHEART,NCAN,Inverse variance weighted,5,1.20799396,1.036478543,1.407891573,0.015580826
Cardiovascular diseases,Coronary Artery Diseases,Ischemic heart diseases,finn-b-I9_ISCHHEART,NCAN,Inverse variance weighted (fixed effects),5,1.20799396,1.055532668,1.382476782,0.006048283
Cardiovascular diseases,Coronary Artery Diseases,Ischemic heart diseases,finn-b-I9_ISCHHEART,NCAN,Inverse variance weighted (multiplicative random effects),5,1.20799396,1.036478543,1.407891573,0.015580826
Cardiovascular diseases,Coronary Artery Diseases,Major coronary heart disease event,finn-b-I9_CHD,NCAN,Inverse variance weighted,5,1.222270313,1.017530529,1.468206286,0.031889303
Cardiovascular diseases,Coronary Artery Diseases,Major coronary heart disease event,finn-b-I9_CHD,NCAN,Inverse variance weighted (fixed effects),5,1.222270313,1.043546737,1.431603076,0.012828862
Cardiovascular diseases,Coronary Artery Diseases,Major coronary heart disease event,finn-b-I9_CHD,NCAN,Inverse variance weighted (multiplicative random effects),5,1.222270313,1.017530529,1.468206286,0.031889303
Neurological and psychiatric diseases,Psychiatric Disorders,bipolar disorder,ieu-b-41,NCAN,Inverse variance weighted,5,1.375749425,1.067137052,1.773611437,0.013840446
Neurological and psychiatric diseases,Psychiatric Disorders,bipolar disorder,ieu-b-41,NCAN,Inverse variance weighted (fixed effects),5,1.375749425,1.178766862,1.605649549,5.21e-05
Neurological and psychiatric diseases,Psychiatric Disorders,bipolar disorder,ieu-b-41,NCAN,Inverse variance weighted (multiplicative random effects),5,1.375749425,1.067137052,1.773611437,0.013840446
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,ebi-a-GCST90018833,NCAN,Inverse variance weighted,6,1.194670552,1.015498868,1.405454771,0.031911519
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,ebi-a-GCST90018833,NCAN,Inverse variance weighted (fixed effects),6,1.194670552,1.015498868,1.405454771,0.031911519
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,ebi-a-GCST90018833,NCAN,Inverse variance weighted (multiplicative random effects),6,1.194670552,1.057981461,1.349019601,0.004115505
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST90038613,NCAN,Inverse variance weighted,6,0.997068708,0.994551722,0.999592065,0.022822301
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST90038613,NCAN,Inverse variance weighted (fixed effects),6,0.997068708,0.994551722,0.999592065,0.022822301
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST90038613,NCAN,Inverse variance weighted (multiplicative random effects),6,0.997068708,0.995776313,0.998362781,9.16e-06
Neurological and psychiatric diseases,Dementia,Vascular dementia (mixed),finn-b-VD_MX,NCAN,Inverse variance weighted,5,7.168798671,1.197073422,42.93109633,0.031007308
Neurological and psychiatric diseases,Dementia,Vascular dementia (mixed),finn-b-VD_MX,NCAN,Inverse variance weighted (fixed effects),5,7.168798671,1.197073422,42.93109633,0.031007308
Neurological and psychiatric diseases,Dementia,Vascular dementia (mixed),finn-b-VD_MX,NCAN,Inverse variance weighted (multiplicative random effects),5,7.168798671,2.32948493,22.0613895,0.000593655
Cardiovascular diseases,Hypertension,Hypertension,ebi-a-GCST90038604,NELL2,Inverse variance weighted,6,0.990880493,0.983323519,0.998495544,0.019003845
Cardiovascular diseases,Hypertension,Hypertension,ebi-a-GCST90038604,NELL2,Inverse variance weighted (fixed effects),6,0.990880493,0.983323519,0.998495544,0.019003845
Cardiovascular diseases,Hypertension,Hypertension,ebi-a-GCST90038604,NELL2,Inverse variance weighted (multiplicative random effects),6,0.990880493,0.98421623,0.997589881,0.007794446
Neurological and psychiatric diseases,Psychiatric Disorders,schizophrenia,ieu-b-42,NELL2,Inverse variance weighted,6,0.803663775,0.69509745,0.929186926,0.003158288
Neurological and psychiatric diseases,Psychiatric Disorders,schizophrenia,ieu-b-42,NELL2,Inverse variance weighted (fixed effects),6,0.803663775,0.725304298,0.89048895,2.97e-05
Neurological and psychiatric diseases,Psychiatric Disorders,schizophrenia,ieu-b-42,NELL2,Inverse variance weighted (multiplicative random effects),6,0.803663775,0.69509745,0.929186926,0.003158288
Cardiovascular diseases,Coronary Artery Diseases,Coronary atherosclerosis,finn-b-I9_CORATHER,NPTXR,Inverse variance weighted,8,0.962995153,0.9362282,0.990527378,0.008747338
Cardiovascular diseases,Coronary Artery Diseases,Coronary atherosclerosis,finn-b-I9_CORATHER,NPTXR,Inverse variance weighted (fixed effects),8,0.962995153,0.9362282,0.990527378,0.008747338
Cardiovascular diseases,Coronary Artery Diseases,Coronary atherosclerosis,finn-b-I9_CORATHER,NPTXR,Inverse variance weighted (multiplicative random effects),8,0.962995153,0.938947542,0.987658653,0.003472731
Cardiovascular diseases,Stroke,Ischemic stroke (cardioembolic),ebi-a-GCST006910,NPTXR,Inverse variance weighted,6,1.097592126,1.013197737,1.189016153,0.022536631
Cardiovascular diseases,Stroke,Ischemic stroke (cardioembolic),ebi-a-GCST006910,NPTXR,Inverse variance weighted (fixed effects),6,1.097592126,1.013197737,1.189016153,0.022536631
Cardiovascular diseases,Stroke,Ischemic stroke (cardioembolic),ebi-a-GCST006910,NPTXR,Inverse variance weighted (multiplicative random effects),6,1.097592126,1.046793947,1.150855409,0.000117366
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST006907,NPTXR,Inverse variance weighted,7,1.147375014,1.037288812,1.26914453,0.007553543
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST006907,NPTXR,Inverse variance weighted (fixed effects),7,1.147375014,1.037288812,1.26914453,0.007553543
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST006907,NPTXR,Inverse variance weighted (multiplicative random effects),7,1.147375014,1.043599944,1.261469426,0.004478503
Neurological and psychiatric diseases,Psychiatric Disorders,schizophrenia,ieu-b-42,NPTXR,Inverse variance weighted,9,1.080651676,1.028888979,1.135018518,0.001953472
Neurological and psychiatric diseases,Psychiatric Disorders,schizophrenia,ieu-b-42,NPTXR,Inverse variance weighted (fixed effects),9,1.080651676,1.038820466,1.124167345,0.0001177
Neurological and psychiatric diseases,Psychiatric Disorders,schizophrenia,ieu-b-42,NPTXR,Inverse variance weighted (multiplicative random effects),9,1.080651676,1.028888979,1.135018518,0.001953472
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST90038613,NPTXR,Inverse variance weighted,8,0.998825649,0.997686337,0.999966261,0.043597277
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST90038613,NPTXR,Inverse variance weighted (fixed effects),8,0.998825649,0.99793167,0.999720428,0.010110204
