model,mri_category,mri_trait,protein,n,beta,pvalue
sensitivity analysis,Volume of global and regional brain,Volume of Cortex (right hemisphere),SEZ6L;Seizure 6-like protein,4655,0.10504951,6.71e-13
sensitivity analysis,Volume of global and regional brain,Volume of Cortex (right hemisphere),SLITRK1;SLIT and NTRK-like protein 1,3229,0.13063281,9.18e-14
sensitivity analysis,Volume of global and regional brain,Volume of Cortex (right hemisphere),VGF;Neurosecretory protein VGF,3321,0.12843281,1.09e-13
sensitivity analysis,Volume of global and regional brain,Volume of EstimatedTotalIntraCranial (whole brain),BGLAP;Osteocalcin,3328,-0.118071,8.33e-12
sensitivity analysis,Volume of global and regional brain,Volume of EstimatedTotalIntraCranial (whole brain),CDH3;Cadherin-3,4684,0.08539769,4.81e-09
sensitivity analysis,Volume of global and regional brain,Volume of EstimatedTotalIntraCranial (whole brain),CHAD;Chondroadherin,3244,-0.1717971,6.56e-23
sensitivity analysis,Volume of global and regional brain,Volume of EstimatedTotalIntraCranial (whole brain),CHRDL2;Chordin-like protein 2,4648,0.09154578,4.03e-10
sensitivity analysis,Volume of global and regional brain,Volume of EstimatedTotalIntraCranial (whole brain),COL1A1;Collagen alpha-1(I) chain,4689,-0.1305159,2.88e-19
sensitivity analysis,Volume of global and regional brain,Volume of EstimatedTotalIntraCranial (whole brain),COL9A1;Collagen alpha-1(IX) chain,4628,-0.0927551,2.58e-10
sensitivity analysis,Volume of global and regional brain,Volume of EstimatedTotalIntraCranial (whole brain),DMP1;Dentin matrix acidic phosphoprotein 1,3230,-0.1197852,8.51e-12
sensitivity analysis,Volume of global and regional brain,Volume of EstimatedTotalIntraCranial (whole brain),DPP4;Dipeptidyl peptidase 4,4541,-0.0881232,2.71e-09
sensitivity analysis,Volume of global and regional brain,Volume of EstimatedTotalIntraCranial (whole brain),FSHB;Follitropin subunit beta,3230,-0.1020021,6.25e-09
sensitivity analysis,Volume of global and regional brain,Volume of EstimatedTotalIntraCranial (whole brain),OMD;Osteomodulin,4643,-0.102948,2.04e-12
sensitivity analysis,Volume of global and regional brain,Volume of EstimatedTotalIntraCranial (whole brain),PAEP;Glycodelin,4610,0.12122592,1.47e-16
sensitivity analysis,Volume of global and regional brain,Volume of EstimatedTotalIntraCranial (whole brain),SPP1;Osteopontin,4683,-0.090084,6.59e-10
sensitivity analysis,Volume of global and regional brain,Volume of Pallidum (right hemisphere),KLK6;Kallikrein-6,4647,0.08919824,1.12e-09
sensitivity analysis,Volume of global and regional brain,Volume of SubCortGray (whole brain),BCAN;Brevican core protein,4610,0.09205742,3.8e-10
sensitivity analysis,Volume of global and regional brain,Volume of SubCortGray (whole brain),NCAN;Neurocan core protein,4684,0.0863634,3.22e-09
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorial (whole brain),BCAN;Brevican core protein,4610,0.12406549,2.81e-17
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorial (whole brain),KLK6;Kallikrein-6,4647,0.15459042,3.01e-26
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorial (whole brain),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.16804393,5.99e-31
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorial (whole brain),NCAN;Neurocan core protein,4684,0.14032155,4.97e-22
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorial (whole brain),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.12716782,4.97e-18
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorial (whole brain),SEZ6L;Seizure 6-like protein,4655,0.0962466,4.7e-11
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorial (whole brain),SLITRK1;SLIT and NTRK-like protein 1,3229,0.13119434,7.18e-14
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorial (whole brain),VGF;Neurosecretory protein VGF,3321,0.10292072,2.77e-09
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorialNotVent (whole brain),BCAN;Brevican core protein,4610,0.13619812,1.57e-20
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorialNotVent (whole brain),KLK6;Kallikrein-6,4647,0.15125956,3.46e-25
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorialNotVent (whole brain),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.16369977,1.96e-29
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorialNotVent (whole brain),NCAN;Neurocan core protein,4684,0.1393279,9.73e-22
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorialNotVent (whole brain),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.1259711,1.02e-17
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorialNotVent (whole brain),SEZ6L;Seizure 6-like protein,4655,0.09032101,6.69e-10
sensitivity analysis,Volume of global and regional brain,Volume of SupraTentorialNotVent (whole brain),SLITRK1;SLIT and NTRK-like protein 1,3229,0.12614377,6.29e-13
sensitivity analysis,Volume of global and regional brain,Volume of TotalGray (whole brain),NCAN;Neurocan core protein,4684,0.10643697,2.81e-13
sensitivity analysis,Volume of global and regional brain,Volume of TotalGray (whole brain),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.13870355,3.51e-21
sensitivity analysis,Volume of global and regional brain,Volume of TotalGray (whole brain),PTPRR;Receptor-type tyrosine-protein phosphatase R,3317,0.12188686,1.87e-12
sensitivity analysis,Volume of global and regional brain,Volume of TotalGray (whole brain),SEZ6L;Seizure 6-like protein,4655,0.0922841,2.82e-10
sensitivity analysis,Volume of global and regional brain,Volume of TotalGray (whole brain),SLITRK1;SLIT and NTRK-like protein 1,3229,0.13672772,6.04e-15
sensitivity analysis,Volume of global and regional brain,Volume of TotalGray (whole brain),VGF;Neurosecretory protein VGF,3321,0.11515614,2.82e-11
sensitivity analysis,Volume of global and regional brain,Volume of VentralDC (left hemisphere),KLK6;Kallikrein-6,4647,0.09004876,7.78e-10
sensitivity analysis,Volume of global and regional brain,Volume of VentralDC (left hemisphere),TMPRSS5;Transmembrane protease serine 5,4592,0.08605797,5.19e-09
sensitivity analysis,Volume of global and regional brain,Volume of VentralDC (right hemisphere),KLK6;Kallikrein-6,4647,0.08689902,2.97e-09
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),BCAN;Brevican core protein,4605,0.09513782,9.87e-11
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),CCN5;CCN family member 5,4619,-0.094517,1.22e-10
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),CHAD;Chondroadherin,3241,0.10290233,4.32e-09
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),CHRDL2;Chordin-like protein 2,4642,-0.0959592,5.7e-11
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),CRLF1;Cytokine receptor-like factor 1,4637,-0.0978395,2.44e-11
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),DPP4;Dipeptidyl peptidase 4,4535,0.09786236,3.99e-11
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),FSHB;Follitropin subunit beta,3226,0.11308716,1.18e-10
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),ITGA11;Integrin alpha-11,4622,0.09424793,1.36e-10
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),KLK4;Kallikrein-4,4668,-0.1003808,6.25e-12
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),MOG;Myelin-oligodendrocyte glycoprotein,4668,0.1113401,2.37e-14
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),NCAN;Neurocan core protein,4678,0.09956414,8.8e-12
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),PAEP;Glycodelin,4605,-0.1167411,1.91e-15
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),PROC;Vitamin K-dependent protein C,4636,0.08582259,4.84e-09
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4591,0.08652877,4.3e-09
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),STC2;Stanniocalcin-2,4608,-0.0928865,2.66e-10
sensitivity analysis,Volume of global and regional brain,Volume-ratio of BrainSegVol-to-eTIV (whole brain),TFPI;Tissue factor pathway inhibitor,4615,0.09457371,1.22e-10
sensitivity analysis,Regional and tissue intensity,Mean intensity of Pallidum (right hemisphere),ESM1;Endothelial cell-specific molecule 1,4600,-0.089273,1.32e-09
sensitivity analysis,Cortical surface area,Area of TotalSurface (left hemisphere),APLP1;Amyloid-like protein 1,4648,0.08473148,7.23e-09
sensitivity analysis,Cortical surface area,Area of TotalSurface (left hemisphere),BCAN;Brevican core protein,4610,0.09985198,1.08e-11
sensitivity analysis,Cortical surface area,Area of TotalSurface (left hemisphere),LRTM2;Leucine-rich repeat and transmembrane domain-containing protein 2,3321,0.11077687,1.54e-10
sensitivity analysis,Cortical surface area,Area of TotalSurface (left hemisphere),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.1141015,5.11e-15
sensitivity analysis,Cortical surface area,Area of TotalSurface (left hemisphere),NCAN;Neurocan core protein,4684,0.14381368,4.54e-23
sensitivity analysis,Cortical surface area,Area of TotalSurface (left hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.15660903,1.26e-26
sensitivity analysis,Cortical surface area,Area of TotalSurface (left hemisphere),PTPRR;Receptor-type tyrosine-protein phosphatase R,3317,0.12051268,3.32e-12
sensitivity analysis,Cortical surface area,Area of TotalSurface (left hemisphere),SCG3;Secretogranin-3,4632,0.09378349,1.6e-10
sensitivity analysis,Cortical surface area,Area of TotalSurface (left hemisphere),SEZ6L;Seizure 6-like protein,4655,0.11076284,3.5e-14
sensitivity analysis,Cortical surface area,Area of TotalSurface (left hemisphere),SLITRK1;SLIT and NTRK-like protein 1,3229,0.13840875,2.79e-15
sensitivity analysis,Cortical surface area,Area of TotalSurface (left hemisphere),VGF;Neurosecretory protein VGF,3321,0.14782698,1.1e-17
sensitivity analysis,Cortical surface area,Area of TotalSurface (left hemisphere),VWC2L;von Willebrand factor C domain-containing protein 2-like,3321,0.11499964,3e-11
sensitivity analysis,Cortical surface area,Area of TotalSurface (right hemisphere),BCAN;Brevican core protein,4610,0.09681704,4.48e-11
sensitivity analysis,Cortical surface area,Area of TotalSurface (right hemisphere),LRTM2;Leucine-rich repeat and transmembrane domain-containing protein 2,3321,0.10994171,2.12e-10
sensitivity analysis,Cortical surface area,Area of TotalSurface (right hemisphere),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.11164933,1.93e-14
sensitivity analysis,Cortical surface area,Area of TotalSurface (right hemisphere),NCAN;Neurocan core protein,4684,0.13861883,1.56e-21
sensitivity analysis,Cortical surface area,Area of TotalSurface (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.15748994,6.53e-27
sensitivity analysis,Cortical surface area,Area of TotalSurface (right hemisphere),PTPRR;Receptor-type tyrosine-protein phosphatase R,3317,0.1189524,6.3e-12
sensitivity analysis,Cortical surface area,Area of TotalSurface (right hemisphere),RTBDN;Retbindin,4622,0.09122197,5.2e-10
sensitivity analysis,Cortical surface area,Area of TotalSurface (right hemisphere),SCG3;Secretogranin-3,4632,0.09429124,1.28e-10
sensitivity analysis,Cortical surface area,Area of TotalSurface (right hemisphere),SEZ6L;Seizure 6-like protein,4655,0.10722958,2.21e-13
sensitivity analysis,Cortical surface area,Area of TotalSurface (right hemisphere),SLITRK1;SLIT and NTRK-like protein 1,3229,0.13988239,1.41e-15
sensitivity analysis,Cortical surface area,Area of TotalSurface (right hemisphere),VGF;Neurosecretory protein VGF,3321,0.15001319,3.59e-18
sensitivity analysis,Cortical surface area,Area of TotalSurface (right hemisphere),VWC2L;von Willebrand factor C domain-containing protein 2-like,3321,0.11275998,7.2e-11
sensitivity analysis,Cortical surface area,Area of rostralmiddlefrontal (left hemisphere),MOG;Myelin-oligodendrocyte glycoprotein,4673,0.09860901,1.42e-11
sensitivity analysis,Cortical surface area,Area of rostralmiddlefrontal (left hemisphere),NCAN;Neurocan core protein,4683,0.11418798,4.59e-15
sensitivity analysis,Cortical surface area,Area of rostralmiddlefrontal (left hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4595,0.12407786,3.14e-17
sensitivity analysis,Cortical surface area,Area of rostralmiddlefrontal (left hemisphere),SEZ6L;Seizure 6-like protein,4654,0.08640775,3.54e-09
sensitivity analysis,Cortical surface area,Area of rostralmiddlefrontal (left hemisphere),VGF;Neurosecretory protein VGF,3320,0.10560465,1.06e-09
sensitivity analysis,Cortical surface area,Area of rostralmiddlefrontal (right hemisphere),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.10058015,5.5e-12
sensitivity analysis,Cortical surface area,Area of rostralmiddlefrontal (right hemisphere),NCAN;Neurocan core protein,4684,0.08949935,8.46e-10
sensitivity analysis,Cortical surface area,Area of rostralmiddlefrontal (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.12268018,7.05e-17
sensitivity analysis,Cortical surface area,Area of rostralmiddlefrontal (right hemisphere),PTPRR;Receptor-type tyrosine-protein phosphatase R,3317,0.10089438,5.76e-09
sensitivity analysis,Cortical surface area,Area of rostralmiddlefrontal (right hemisphere),SEZ6L;Seizure 6-like protein,4655,0.08652671,3.36e-09
sensitivity analysis,Cortical surface area,Area of rostralmiddlefrontal (right hemisphere),VGF;Neurosecretory protein VGF,3321,0.12133662,2.29e-12
sensitivity analysis,Cortical surface area,Area of superiortemporal (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.09019129,9.06e-10
sensitivity analysis,Cortical surface area,Area of G+S-cingul-Ant (right hemisphere),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.09343825,1.55e-10
sensitivity analysis,Cortical surface area,Area of G+S-cingul-Ant (right hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.11273629,1.79e-14
sensitivity analysis,Cortical surface area,Area of G+S-cingul-Ant (right hemisphere),VGF;Neurosecretory protein VGF,3321,0.1018191,4.08e-09
sensitivity analysis,Cortical surface area,Area of G-cuneus (left hemisphere),NCAN;Neurocan core protein,4684,0.09320067,1.65e-10
sensitivity analysis,Cortical surface area,Area of G-front-middle (left hemisphere),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.08641219,3.27e-09
sensitivity analysis,Cortical surface area,Area of G-front-middle (left hemisphere),PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4596,0.09243023,3.43e-10
sensitivity analysis,Cortical surface area,Area of G-front-middle (right hemisphere),MOG;Myelin-oligodendrocyte glycoprotein,4674,0.0876941,1.91e-09
