cmr_category,cmr_trait,bmr_category,bmr_trait,n,beta,pvalue
Left ventricle,LV mean myocardial wall thickness AHA 5,DTI dMRI,Mean FA in posterior limb of internal capsule on FA skeleton (right),32175,-0.033731013,1.43e-09
Ascending aorta,Ascending aorta maximum area,NODDI dMRI,Weighted-mean ISOVF in tract anterior thalamic radiation (right),30398,0.034736037,1.38e-09
Left ventricle,LV radial strain AHA 4,DTI dMRI,Mean L3 in posterior limb of internal capsule on FA skeleton (left),32145,-0.033740902,1.44e-09
Right atrium,RA maximum volume,DTI dMRI,Mean FA in posterior limb of internal capsule on FA skeleton (right),31715,-0.03400365,1.39e-09
Ascending aorta,Ascending aorta minimum area,DTI dMRI,Mean L3 in tapetum on FA skeleton (left),30395,0.034725057,1.4e-09
Left ventricle,LV mean myocardial wall thickness AHA 2,DTI dMRI,Weighted-mean L3 in tract posterior thalamic radiation (left),32102,0.033757072,1.45e-09
Left ventricle,LV mean myocardial wall thickness AHA 5,DTI dMRI,Weighted-mean L1 in tract acoustic radiation (right),32157,0.033726827,1.45e-09
Left ventricle,LV mean myocardial wall thickness AHA 8,DTI dMRI,Weighted-mean FA in tract forceps major,32153,-0.03372747,1.46e-09
Descending aorta,Descending aorta distensibility,DTI dMRI,Mean FA in medial lemniscus on FA skeleton (left),27527,0.036477587,1.41e-09
Left ventricle,LV mean myocardial wall thickness AHA 9,DTI dMRI,Weighted-mean FA in tract medial lemniscus (left),32169,-0.033718938,1.46e-09
Left atrium,LA maximum volume,DTI dMRI,Mean MD in superior fronto-occipital fasciculus on FA skeleton (left),30940,0.034407908,1.41e-09
Ascending aorta,Ascending aorta minimum area,NODDI dMRI,Mean OD in tapetum on FA skeleton (right),30368,-0.03472934,1.42e-09
Left ventricle,LV mean myocardial wall thickness AHA 12,NODDI dMRI,Weighted-mean ISOVF in tract anterior thalamic radiation (left),32125,0.033741582,1.46e-09
Left ventricle,LV radial strain AHA 3,DTI dMRI,Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left),32132,-0.033734357,1.46e-09
Left ventricle,LV mean myocardial wall thickness global,DTI dMRI,Weighted-mean L2 in tract middle cerebellar peduncle,32099,0.033744173,1.47e-09
Left ventricle,LV mean myocardial wall thickness AHA 2,DTI dMRI,Weighted-mean FA in tract uncinate fasciculus (right),32174,-0.033701372,1.48e-09
Left ventricle,LV longitudinal strain global,DTI dMRI,Weighted-mean MD in tract inferior fronto-occipital fasciculus (right),31264,0.034185436,1.48e-09
Left ventricle,LV mean myocardial wall thickness AHA 13,DTI dMRI,Mean FA in posterior corona radiata on FA skeleton (left),32161,-0.033702085,1.49e-09
Left ventricle,LV mean myocardial wall thickness AHA 1,DTI dMRI,Weighted-mean L3 in tract corticospinal tract (left),32156,0.033703254,1.49e-09
Left ventricle,LV mean myocardial wall thickness AHA 6,DTI dMRI,Mean L2 in splenium of corpus callosum on FA skeleton,32112,0.033720872,1.5e-09
Left ventricle,LV mean myocardial wall thickness AHA 13,DTI dMRI,Weighted-mean FA in tract acoustic radiation (right),32164,-0.033687315,1.51e-09
Left ventricle,LV mean myocardial wall thickness AHA 16,NODDI dMRI,Mean ISOVF in superior corona radiata on FA skeleton (left),32142,0.03369572,1.52e-09
Left ventricle,LV longitudinal strain global,DTI dMRI,Weighted-mean L3 in tract inferior longitudinal fasciculus (right),31260,0.034164003,1.52e-09
Left ventricle,LV end systolic volume,DTI dMRI,Mean L3 in cingulum cingulate gyrus on FA skeleton (right),32140,0.033692623,1.52e-09
Left ventricle,LV mean myocardial wall thickness AHA 2,DTI dMRI,Mean L2 in cingulum hippocampus on FA skeleton (left),32153,0.033684733,1.53e-09
Left ventricle,LV mean myocardial wall thickness AHA 3,NODDI dMRI,Mean ICVF in cingulum cingulate gyrus on FA skeleton (right),32160,-0.033670139,1.54e-09
Left ventricle,LV mean myocardial wall thickness global,NODDI dMRI,Weighted-mean ICVF in tract parahippocampal part of cingulum (right),32152,-0.033673002,1.55e-09
Left atrium,LA ejection fraction,DTI dMRI,Mean L3 in posterior limb of internal capsule on FA skeleton (left),31674,-0.033958395,1.49e-09
Descending aorta,Descending aorta minimum area,DTI dMRI,Weighted-mean L1 in tract parahippocampal part of cingulum (left),30234,0.034754032,1.5e-09
Descending aorta,Descending aorta distensibility,NODDI dMRI,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (left),27531,-0.036418767,1.5e-09
Left ventricle,LV mean myocardial wall thickness AHA 14,DTI dMRI,Mean FA in superior fronto-occipital fasciculus on FA skeleton (right),32169,-0.033663904,1.55e-09
Ascending aorta,Ascending aorta minimum area,NODDI dMRI,Mean ISOVF in posterior corona radiata on FA skeleton (right),30354,0.034682556,1.5e-09
Left atrium,LA maximum volume,NODDI dMRI,Weighted-mean ISOVF in tract corticospinal tract (right),31708,0.033933796,1.5e-09
Descending aorta,Descending aorta maximum area,DTI dMRI,Weighted-mean L2 in tract inferior fronto-occipital fasciculus (right),30422,0.034639667,1.51e-09
Descending aorta,Descending aorta minimum area,DTI dMRI,Mean L1 in sagittal stratum on FA skeleton (right),30449,0.034623395,1.51e-09
Left ventricle,LV end systolic volume,NODDI dMRI,Mean ICVF in corticospinal tract on FA skeleton (left),32118,0.03368903,1.55e-09
Left ventricle,LV mean myocardial wall thickness AHA 10,DTI dMRI,Weighted-mean FA in tract corticospinal tract (right),32165,-0.033662956,1.55e-09
Left ventricle,LV mean myocardial wall thickness AHA 3,DTI dMRI,Weighted-mean FA in tract posterior thalamic radiation (left),32166,-0.033661299,1.55e-09
Left ventricle,LV mean myocardial wall thickness AHA 14,DTI dMRI,Mean L2 in sagittal stratum on FA skeleton (right),32152,0.033666846,1.56e-09
Left ventricle,LV mean myocardial wall thickness AHA 15,DTI dMRI,Mean L3 in splenium of corpus callosum on FA skeleton,32087,0.033690664,1.58e-09
Left ventricle,LV mean myocardial wall thickness AHA 12,DTI dMRI,Mean MO in body of corpus callosum on FA skeleton,32017,-0.033727383,1.58e-09
Left atrium,LA ejection fraction,NODDI dMRI,Mean ICVF in superior corona radiata on FA skeleton (left),31642,0.033943189,1.55e-09
Left ventricle,LV mean myocardial wall thickness AHA 12,NODDI dMRI,Mean ICVF in posterior limb of internal capsule on FA skeleton (right),32146,-0.033659036,1.58e-09
Left ventricle,LV stroke volume,DTI dMRI,Mean L2 in anterior limb of internal capsule on FA skeleton (left),32095,0.033679968,1.59e-09
Left ventricle,LV mean myocardial wall thickness AHA 3,DTI dMRI,Weighted-mean L1 in tract inferior longitudinal fasciculus (left),32167,0.033638798,1.59e-09
Left ventricle,LV mean myocardial wall thickness AHA 7,NODDI dMRI,Mean ICVF in cerebral peduncle on FA skeleton (left),32152,-0.033641095,1.6e-09
Left ventricle,LV mean myocardial wall thickness AHA 13,DTI dMRI,Mean L1 in anterior limb of internal capsule on FA skeleton (left),32140,0.033623846,1.65e-09
Left atrium,LA ejection fraction,DTI dMRI,Mean L3 in anterior limb of internal capsule on FA skeleton (right),31575,-0.033974144,1.56e-09
Left ventricle,LV mean myocardial wall thickness AHA 3,NODDI dMRI,Mean ICVF in cerebral peduncle on FA skeleton (left),32157,-0.033608197,1.66e-09
Descending aorta,Descending aorta distensibility,DTI dMRI,Weighted-mean FA in tract uncinate fasciculus (right),27554,0.036363964,1.56e-09
Right ventricle,RV stroke volume,NODDI dMRI,Weighted-mean ISOVF in tract superior thalamic radiation (right),32176,0.033646969,1.57e-09
Left ventricle,LV mean myocardial wall thickness AHA 13,DTI dMRI,Mean L1 in genu of corpus callosum on FA skeleton,32170,0.033599183,1.66e-09
Left ventricle,LV longitudinal strain global,DTI dMRI,Weighted-mean L2 in tract inferior longitudinal fasciculus (left),31256,0.034086106,1.66e-09
Left ventricle,LV radial strain AHA 2,DTI dMRI,Mean MD in retrolenticular part of internal capsule on FA skeleton (right),32135,-0.033610773,1.67e-09
Descending aorta,Descending aorta minimum area,DTI dMRI,Mean L3 in sagittal stratum on FA skeleton (left),30421,0.034599511,1.58e-09
Left atrium,LA minimum volume,DTI dMRI,Mean FA in anterior corona radiata on FA skeleton (left),31530,-0.033983379,1.58e-09
Left ventricle,LV mean myocardial wall thickness AHA 5,DTI dMRI,Mean L3 in inferior cerebellar peduncle on FA skeleton (right),32037,0.033655055,1.69e-09
Descending aorta,Descending aorta distensibility,DTI dMRI,Weighted-mean MD in tract corticospinal tract (right),27537,-0.036358592,1.59e-09
Left ventricle,LV mean myocardial wall thickness AHA 16,NODDI dMRI,Weighted-mean ICVF in tract inferior longitudinal fasciculus (left),32151,-0.033589991,1.7e-09
Left atrium,LA ejection fraction,NODDI dMRI,Mean ICVF in posterior corona radiata on FA skeleton (left),31648,0.033912952,1.59e-09
Ascending aorta,Ascending aorta minimum area,NODDI dMRI,Mean ICVF in middle cerebellar peduncle on FA skeleton,30432,-0.034581899,1.6e-09
Left ventricle,LV mean myocardial wall thickness AHA 14,DTI dMRI,Weighted-mean L3 in tract uncinate fasciculus (right),32154,0.033586432,1.7e-09
Ascending aorta,Ascending aorta minimum area,NODDI dMRI,Mean ISOVF in genu of corpus callosum on FA skeleton,30381,0.0345964,1.62e-09
Ascending aorta,Ascending aorta distensibility,NODDI dMRI,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (left),27514,-0.036348519,1.63e-09
Left atrium,LA minimum volume,DTI dMRI,Mean MD in sagittal stratum on FA skeleton (right),31505,0.033967677,1.63e-09
Left atrium,LA ejection fraction,DTI dMRI,Mean MD in superior cerebellar peduncle on FA skeleton (right),31674,-0.03387178,1.64e-09
Left ventricle,LV mean myocardial wall thickness AHA 10,DTI dMRI,Mean FA in medial lemniscus on FA skeleton (right),32136,-0.033592264,1.71e-09
Left ventricle,LV mean myocardial wall thickness AHA 14,DTI dMRI,Mean L2 in cerebral peduncle on FA skeleton (right),32164,0.033577103,1.71e-09
Left ventricle,LV longitudinal strain Segment 1,DTI dMRI,Mean L2 in external capsule on FA skeleton (left),31217,0.034078309,1.72e-09
Left ventricle,LV end systolic volume,DTI dMRI,Mean FA in anterior corona radiata on FA skeleton (left),32145,-0.03358269,1.72e-09
Left ventricle,LV mean myocardial wall thickness global,NODDI dMRI,Mean ICVF in cerebral peduncle on FA skeleton (right),32155,-0.033575599,1.72e-09
Left ventricle,LV mean myocardial wall thickness AHA 16,DTI dMRI,Weighted-mean MD in tract acoustic radiation (right),32146,0.033577808,1.73e-09
Descending aorta,Descending aorta maximum area,DTI dMRI,Weighted-mean MD in tract cingulate gyrus part of cingulum (left),30434,0.034525423,1.69e-09
Left ventricle,LV mean myocardial wall thickness AHA 16,DTI dMRI,Mean L2 in genu of corpus callosum on FA skeleton,32110,0.033596273,1.73e-09
Left ventricle,LV mean myocardial wall thickness AHA 2,NODDI dMRI,Mean ISOVF in anterior limb of internal capsule on FA skeleton (right),32117,0.033592505,1.73e-09
Left ventricle,LV end systolic volume,DTI dMRI,Weighted-mean FA in tract forceps minor,32134,-0.033562197,1.77e-09
Left ventricle,LV mean myocardial wall thickness AHA 3,DTI dMRI,Mean MO in superior cerebellar peduncle on FA skeleton (left),32110,-0.033572228,1.77e-09
Left ventricle,LV mean myocardial wall thickness AHA 7,NODDI dMRI,Mean ISOVF in posterior limb of internal capsule on FA skeleton (right),32170,0.03353758,1.78e-09
Left ventricle,LV longitudinal strain global,DTI dMRI,Mean L3 in superior longitudinal fasciculus on FA skeleton (right),31222,0.034034609,1.8e-09
Left ventricle,LV radial strain AHA 8,DTI dMRI,Mean MD in external capsule on FA skeleton (right),32016,0.03360982,1.8e-09
Left atrium,LA minimum volume,DTI dMRI,Weighted-mean L1 in tract parahippocampal part of cingulum (left),31302,0.034029629,1.72e-09
Left ventricle,LV mean myocardial wall thickness AHA 11,DTI dMRI,Mean MD in cingulum hippocampus on FA skeleton (right),32154,0.033532101,1.81e-09
Left ventricle,LV mean myocardial wall thickness AHA 16,NODDI dMRI,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (left),32135,0.033542725,1.81e-09
Left ventricle,LV longitudinal strain global,DTI dMRI,Weighted-mean L3 in tract superior longitudinal fasciculus (right),31239,0.034015123,1.82e-09
Descending aorta,Descending aorta minimum area,DTI dMRI,Mean FA in medial lemniscus on FA skeleton (left),30412,-0.034510911,1.75e-09
Right atrium,RA stroke volume,NODDI dMRI,Weighted-mean OD in tract superior thalamic radiation (right),31741,0.033771007,1.76e-09
Left ventricle,LV mean myocardial wall thickness AHA 14,DTI dMRI,Mean FA in body of corpus callosum on FA skeleton,32150,-0.033526138,1.82e-09
Right ventricle,RV end diastolic volume,DTI dMRI,Weighted-mean L2 in tract corticospinal tract (left),32191,0.03353089,1.77e-09
Left ventricle,LV mean myocardial wall thickness AHA 16,DTI dMRI,Mean FA in superior cerebellar peduncle on FA skeleton (right),32139,-0.033530475,1.83e-09
Left ventricle,LV mean myocardial wall thickness AHA 7,DTI dMRI,Mean L3 in inferior cerebellar peduncle on FA skeleton (left),31960,0.033619904,1.83e-09
Left atrium,LA minimum volume,DTI dMRI,Weighted-mean MD in tract acoustic radiation (right),31500,0.03388876,1.79e-09
Right ventricle,RV end diastolic volume,NODDI dMRI,Mean OD in posterior thalamic radiation on FA skeleton (left),32077,-0.033578511,1.79e-09
Descending aorta,Descending aorta maximum area,DTI dMRI,Weighted-mean L1 in tract parahippocampal part of cingulum (left),30234,0.034586248,1.79e-09
Left ventricle,LV mean myocardial wall thickness AHA 5,DTI dMRI,Weighted-mean L3 in tract corticospinal tract (left),32153,0.033518722,1.83e-09
Left ventricle,LV stroke volume,NODDI dMRI,Mean ICVF in fornix on FA skeleton,32179,0.033503036,1.84e-09
Left ventricle,LV mean myocardial wall thickness AHA 15,DTI dMRI,Mean L2 in superior cerebellar peduncle on FA skeleton (right),32140,0.033521719,1.84e-09
Left ventricle,LV mean myocardial wall thickness AHA 10,DTI dMRI,Mean L1 in cingulum hippocampus on FA skeleton (left),32171,0.033490699,1.87e-09
Left ventricle,LV mean myocardial wall thickness AHA 13,DTI dMRI,Weighted-mean MD in tract acoustic radiation (right),32147,0.033503674,1.87e-09
Ascending aorta,Ascending aorta distensibility,DTI dMRI,Weighted-mean L1 in tract acoustic radiation (right),27528,-0.036232303,1.82e-09
Right ventricle,RV end systolic volume,NODDI dMRI,Mean ISOVF in superior corona radiata on FA skeleton (left),32173,0.033515128,1.82e-09
Left ventricle,LV mean myocardial wall thickness AHA 8,DTI dMRI,Mean L1 in cingulum hippocampus on FA skeleton (right),32168,0.033488614,1.88e-09
Left ventricle,LV radial strain AHA 16,NODDI dMRI,Mean ICVF in cerebral peduncle on FA skeleton (left),32141,-0.033500962,1.88e-09
Left ventricle,LV mean myocardial wall thickness AHA 6,DTI dMRI,Mean L1 in tapetum on FA skeleton (left),32146,0.033489114,1.9e-09
Left ventricle,LV mean myocardial wall thickness AHA 15,NODDI dMRI,Weighted-mean ICVF in tract corticospinal tract (right),32140,-0.033488656,1.91e-09
Left ventricle,LV mean myocardial wall thickness AHA 6,DTI dMRI,Mean MD in inferior cerebellar peduncle on FA skeleton (right),32065,0.033524671,1.92e-09
Left ventricle,LV longitudinal strain global,DTI dMRI,Weighted-mean FA in tract inferior longitudinal fasciculus (left),31279,-0.033938136,1.93e-09
Descending aorta,Descending aorta maximum area,DTI dMRI,Mean L3 in superior longitudinal fasciculus on FA skeleton (right),30390,0.034467728,1.85e-09
Left ventricle,LV radial strain AHA 2,NODDI dMRI,Mean ISOVF in genu of corpus callosum on FA skeleton,32086,-0.033506836,1.93e-09
Left ventricle,LV end diastolic volume,DTI dMRI,Mean L3 in uncinate fasciculus on FA skeleton (right),32175,0.033456479,1.94e-09
Left ventricle,LV mean myocardial wall thickness AHA 12,DTI dMRI,Mean MD in cerebral peduncle on FA skeleton (right),32165,0.033454275,1.96e-09
Left ventricle,LV mean myocardial wall thickness AHA 2,NODDI dMRI,Weighted-mean ICVF in tract corticospinal tract (right),32149,-0.033460091,1.96e-09
Left atrium,LA minimum volume,DTI dMRI,Mean MD in inferior cerebellar peduncle on FA skeleton (left),31318,0.033931408,1.9e-09
Left ventricle,LV mean myocardial wall thickness AHA 4,NODDI dMRI,Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left),32156,0.033451625,1.97e-09
Left ventricle,LV stroke volume,DTI dMRI,Mean L1 in external capsule on FA skeleton (left),32142,0.03345591,1.98e-09
Left ventricle,LV circumferential strain AHA 7,Volume of global and regional brain,Volume of Whole-hippocampus (right hemisphere),31816,-0.032334384,7.98e-09
